"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"description"	"MIV0_avg"	"MIV2_avg"	"log2FC"
"gene-HI_0294"	610.718332874436	0.643130022712375	0.321252707484788	2.00194428787135	0.0452907237362284	0.0884996989599172	"metJ"	"met_repressor"	127.516666666667	217.78	0.767525391434201
"gene-HI_0295"	7931.62333957723	-0.73397344693717	0.291003220130763	-2.52221761191287	0.0116617540685705	0.0272838085121052	"rho"	"transcription_termination_factor"	667.48	441.216666666667	-0.596130997727091
"gene-HI_0296"	454.669656418378	3.67312224994486	0.324538150727662	11.3179983361253	1.06884557100463e-29	2.24457569910973e-28	"hopD"	"type_4_prepilin-like_protein_specific_leader_peptidase"	8.1	114.466666666667	3.66546607380687
"gene-HI_0297"	3134.38134326837	5.77708999371214	0.223240680512581	25.8783030962252	1.16887195885031e-147	4.07468764855219e-145	"."	"protein_transport_protein"	7.80333333333333	470.923333333333	5.74435879859814
"gene-HI_0298"	8202.61690811989	6.18610764179529	0.219467115555773	28.1869455755581	8.45312184890798e-175	3.68344784566165e-172	"."	"protein_transport_protein"	13.5266666666667	1084.67666666667	6.22374700155699
"gene-HI_0299"	4928.11343172518	6.88272453873309	0.301328522705844	22.8412646666442	1.78484607000639e-115	3.45665188891238e-113	"."	"prepilin_peptidase_dependent_protein_D"	15.6766666666667	2054.62	6.94559883208202
"gene-HI_0300"	282.509150765044	-0.501649675048591	0.442042499438932	-1.13484489768589	0.256440310700405	0.368791634942909	"ampD"	"ampD_signalling_protein"	50.8733333333333	39.9766666666667	-0.340190448901554
"gene-HI_0301"	2731.27221484179	0.357360314561813	0.237602188729762	1.5040278731113	0.132574190019911	0.21376208437068	"."	"hemolysin%2C_putative"	226.31	317.37	0.48604324343073
"gene-HI_0302"	2435.91190932096	-0.104378419205556	0.264602519804924	-0.394472506469357	0.693232221698805	0.778044921069554	"cutE"	"apolipoprotein_N-acyltransferase"	136.823333333333	139.27	0.0253863327327921
"gene-HI_0303"	1124.76861270446	0.337094500500609	0.209496144752096	1.60907257219222	0.107600473830121	0.180855955531245	"."	"conserved_hypothetical_protein"	114.58	158.846666666667	0.467796884427839
"gene-HI_0304"	533.701353220148	0.295019973329817	0.367349780349531	0.803103715072614	0.42191479061442	0.53796450624794	"."	"conserved_hypothetical_protein"	72.8	99.3233333333333	0.442964467496
"gene-HI_0305"	643.734850424594	0.886942020582197	0.216482423360458	4.09706250888266	4.18425943560431e-05	0.000160642383177496	"."	"conserved_hypothetical_protein"	91.5766666666667	186.72	1.01986184275738
"gene-HI_0306"	1726.81105039867	0.186312956339719	0.221240101594218	0.842130133719791	0.399715115699961	0.517610287269712	"."	"conserved_hypothetical_protein"	151.2	188.853333333333	0.318916970330201
"gene-HI_0307"	1325.62318408144	0.0603082783989165	0.270990798077529	0.222547329380766	0.823887833367985	0.874503647597397	"proC"	"pyrroline-5-carboxylate_reductase"	135.41	156.7	0.209233250212177
"gene-HI_0308"	1347.58008734017	-0.0433903609840377	0.268570600400891	-0.161560352917518	0.871652080841143	0.911391467850097	"."	"conserved_hypothetical_transmembrane_protein"	99.6966666666667	106.09	0.0888078413712797
"gene-HI_0309"	1572.56261210397	0.50332936408288	0.251584335705458	2.00063872288199	0.0454313374038827	0.0886750516181047	"xerD"	"integrase/recombinase"	123.773333333333	192.34	0.6318305136765
"gene-HI_0310"	1495.98058132821	0.843929725323809	0.279215839081655	3.02249946886791	0.00250696522750079	0.00684896613093085	"."	"predicted_coding_region_HI0310"	316.21	621.613333333333	0.972898220097476
"gene-HI_0312"	2827.46200337803	0.637823469374202	0.251554675446868	2.53552619620827	0.011227853045349	0.0264819321489083	"ruvB"	"Holliday_junction_DNA_helicase"	186.663333333333	318.896666666667	0.769459163381354
"gene-HI_0313"	1142.59665340739	-0.345708807957473	0.21068238061996	-1.6409004252761	0.100818086741995	0.170773493869094	"ruvA"	"Holliday_junction_DNA_helicase"	176.883333333333	153.783333333333	-0.200681210339175
"gene-HI_0314"	1219.26442075472	-0.130124640600449	0.249713977920232	-0.521094740807884	0.602300774434942	0.706021128570663	"ruvC"	"crossover_junction_endodeoxyribonuclease"	189.363333333333	191.11	0.0131769963369939
"gene-HI_0315"	2011.76424927508	-0.660984878613163	0.444402911182893	-1.48735496996134	0.136921083282754	0.219552390213284	"."	"conserved_hypothetical_protein"	283.613333333333	199.956666666667	-0.502118810557674
"gene-HI_0316"	981.821624794829	-0.435355668206875	0.237402703845014	-1.83382775830174	0.0666795658771671	0.122468370204323	"ntpA"	"datP_pyrophosphohydrolase"	201.503333333333	163.72	-0.297929920785519
"gene-HI_0317"	11280.4399621528	0.0683723667641316	0.17007968266212	0.402001965748959	0.687682579582724	0.773809384256093	"aspS"	"aspartyl-tRNA_synthetase"	530.36	611.363333333333	0.204698272778214
"gene-HI_0318"	2737.03498867642	-1.82725030710826	0.216142509730591	-8.45391454640652	2.81695518011287e-17	3.20911952871681e-16	"."	"conserved_hypothetical_protein"	700.29	216.51	-1.6889294258967
"gene-HI_0319"	2486.9112941839	-2.41642527519058	0.327192527852316	-7.38533147762248	1.52074040655762e-13	1.34550788255326e-12	"."	"conserved_hypothetical_protein"	490.676666666667	100.343333333333	-2.27845870414786
"gene-HI_0321"	834.116559325874	-1.00183328657779	0.294873835186289	-3.39749807216661	0.00068005067132547	0.00213572670291945	"vapB"	"virulence_associated_protein_B"	399.226666666667	218.28	-0.868043062368276
"gene-HI_0322"	863.788114280307	-0.752596202824031	0.194142134700747	-3.87652172458129	0.000105960353094347	0.000376148463224941	"."	"virulence_associated_protein_C%2C_putative"	227.826666666667	148.773333333333	-0.611474409205711
"gene-HI_0323"	3352.03511629307	0.490384694545755	0.361644600411934	1.35598511352631	0.175103904576024	0.267724654101763	"gloA"	"lactoylglutathione_lyase"	582.283333333333	908.756666666667	0.641283866778189
"gene-HI_0324"	1442.09300163594	-0.266766124699854	0.335244371125229	-0.795736327516755	0.426185307281283	0.542615771067405	"rnt"	"ribonuclease_T"	194.37	179.236666666667	-0.116316414135128
"gene-HI_0325"	3123.2516618061	-0.424129956912247	0.212986124026	-1.99135018232677	0.046442402058312	0.0904459293716624	"."	"conserved_hypothetical_protein"	225.103333333333	184.126666666667	-0.288469537277115
"gene-HI_0326"	236.429516455103	-0.917194820172738	0.288980520964564	-3.17389842440352	0.0015040631651584	0.00431181265932744	"."	"predicted_coding_region_HI0326"	99.65	58.2733333333333	-0.763892075032578
"gene-HI_0328"	6591.61177661341	-1.15671291840548	0.291265877924671	-3.97132999803237	7.14724946053274e-05	0.000262819742820856	"efp"	"elongation_factor_P"	1365.96	672.013333333333	-1.02226403536853
"gene-HI_0329"	1037.99564106629	0.131314728508788	0.214221393982726	0.612986061137183	0.539885556349607	0.65348647549817	"."	"conserved_hypothetical_protein"	82.8533333333333	99.7466666666667	0.264792066137567
"gene-HI_0330"	4751.81296680144	-0.516096088772972	0.224471857885242	-2.29915720231094	0.0214960142696166	0.0461992020615804	"oapA"	"opacity_associated_protein"	367.056666666667	282.05	-0.378870979647944
"gene-HI_0331"	1275.18614037057	1.1371405423088	0.238393471493945	4.77001545043435	1.84211789456924e-06	8.31816448247199e-06	"oapB"	"opacity_associated_protein"	167.446666666667	404.166666666667	1.26622360778823
"gene-HI_0332"	1357.9877635297	0.180300474123469	0.300249277412287	0.600502607957619	0.548171323341466	0.659907962150645	"recO"	"DNA_repair_protein"	152.25	188.413333333333	0.305650815796403
"gene-HI_0333"	1359.52564369885	0.252421896217367	0.219293221403137	1.15107021823227	0.249703349001693	0.360889666094487	"."	"RNA_methyltransferase%2C_putative"	80.14	104.786666666667	0.382672594217851
"gene-HI_0334"	5767.5722372339	0.285821231593737	0.171268087886338	1.66885282086773	0.0951465515800875	0.163228778941036	"relA"	"GTP_pyrophosphokinase"	198.183333333333	266.36	0.424686703572107
"gene-HI_0335"	796.337592966595	0.218387498255971	0.241884089873522	0.902860119366112	0.366600138919663	0.488519909890651	"dgkA"	"diacylglycerol_kinase"	175.436666666667	224.57	0.354424797580274
"gene-HI_0336"	1311.88536025785	-0.146326479338879	0.215663659147665	-0.678493909994769	0.497458583869511	0.611474126716895	"mog"	"molybdopeterin_biosynthesis_protein"	197.36	195.97	-0.0101452172648948
"gene-HI_0337"	877.774121647645	-0.215167230485361	0.220755245257445	-0.974686831266152	0.329715627096651	0.45074065727801	"glnB"	"nitrogen_regulatory_protein_P-II"	236.65	224.996666666667	-0.0725369078446285
"gene-HI_0338"	1733.03384452273	-0.560407442986478	0.244154980059057	-2.29529392704144	0.0217162854174985	0.0465558273775587	"."	"conserved_hypothetical_transmembrane_protein"	167.766666666667	125.066666666667	-0.420843120960049
"gene-HI_0339"	2275.00996391141	-0.156441535043511	0.293235988536046	-0.533500460924086	0.593687192056333	0.698714905978521	"priA"	"primosomal_protein_N'"	92.99	91.22	-0.0274276046802824
"gene-HI_0340"	2431.69825122804	-0.238062091477505	0.248131470755132	-0.959419177071805	0.337347618036307	0.458645213150964	"."	"conserved_hypothetical_protein"	302.113333333333	281.05	-0.103906377768703
"gene-HI_0341"	4497.4723442572	1.28798846585715	0.319562345287063	4.03047632129544	5.56639365771388e-05	0.000208649981621404	"."	"conserved_hypothetical_protein"	644.35	1720.7	1.41568006914279
"gene-HI_0342"	789.928372845724	0.903592969161621	0.207218363549849	4.36058346220966	1.29716091545219e-05	5.33243272554991e-05	"napF"	"ferredoxin-type_protein"	136.91	281.243333333333	1.03321243255085
"gene-HI_0343"	521.076848716694	0.300720962879503	0.228471314395997	1.31623072101857	0.188096615472555	0.284347268663195	"napD"	"napD_protein"	140.9	191.733333333333	0.441731518695342
"gene-HI_0345"	1345.61367139573	0.336026973372258	0.197338406041798	1.70279561952621	0.0886063229152691	0.153825518766249	"napG"	"ferredoxin-type_protein"	120.493333333333	167.19	0.469214779011146
"gene-HI_0346"	812.015180453526	0.00128620452104775	0.225906723574172	0.00569352031979451	0.995457252583313	0.99602869761924	"napH"	"ferredoxin-type_protein"	79.9333333333333	88.1033333333333	0.138745387856275
"gene-HI_0347"	604.955619953435	-0.105232936790905	0.303230092263938	-0.347039886461228	0.728561353647245	0.805252022452218	"napB"	"periplasmic_nitrate_reductase"	117.706666666667	119.986666666667	0.027447103852993
"gene-HI_0348"	757.902196127452	-0.26656210539875	0.313754393997175	-0.849588437640015	0.395553942498306	0.51374852591248	"napC"	"cytochrome_C-type_protein"	116.71	106.12	-0.136009023314954
"gene-HI_0349"	8058.48167791164	0.023096039603641	0.221221624119233	0.104402269423684	0.916850121786357	0.940594327412372	"adk"	"adenylate_kinase"	1054.57	1174.79666666667	0.15561633902692
"gene-HI_0350"	1833.95876491079	-0.461082653669607	0.187995396418029	-2.45262736457832	0.0141817164451147	0.032439280529967	"."	"permease%2C_putative"	141.443333333333	113.126666666667	-0.319752172899837
"gene-HI_0351"	2234.68081924682	0.115006323834757	0.273745224601894	0.420121753729258	0.674396511785729	0.763294233793848	"galE"	"UDP-glucose_4-epimerase"	179.713333333333	215.196666666667	0.258641325090913
"gene-HI_0352"	228.669479150625	0.453074549656796	1.40726037828157	0.321955024563438	0.747486767006673	0.819414738926183	"."	"conserved_hypothetical_protein"	23.73	36.91	0.616316216780706
"gene-HI_0354"	248.223960035747	-0.641730803318489	0.438961126591867	-1.46193082813721	0.143760166078598	0.22738109752722	"."	"ABC_transporter%2C_ATP-binding_protein"	35.6366666666667	25.47	-0.468930053082109
"gene-HI_0355"	186.492057373921	-0.812513483882313	0.511027351013841	-1.58996085487469	0.111843628954117	0.186380802305024	"."	"ABC_transporter%2C_permease_protein"	27.3966666666667	17.5433333333333	-0.61482098451772
"gene-HI_0357"	739.27357173544	0.0280648298078828	0.3888177930488	0.0721799009963528	0.942458740127766	0.957658855089728	"."	"thiamine_biosynthesis_protein%2C_putative"	65.8766666666667	73.6733333333333	0.1590901917864
"gene-HI_0358"	1283.5035508187	0.297923088801638	0.28264509499486	1.05405363148812	0.291858363527441	0.409918716864085	"."	"transcriptional_activator%2C_putative"	151.16	205.91	0.443414221299929
"gene-HI_0359"	1347.57213596537	0.0397035485276426	0.466034932876646	0.0851943614667865	0.93210687318317	0.951207423863153	"yfeD"	"iron_chelated_ABC_transporter%2C_permease_protein"	138.61	160.826666666667	0.213047079626292
"gene-HI_0360"	1914.82300853854	0.420859828195445	0.495911254497821	0.848659562327587	0.396070753565186	0.513808973697223	"yfeC"	"iron_chelated_ABC_transporter%2C_permease_protein"	164.23	248.493333333333	0.59452561248522
"gene-HI_0361"	9063.76753570338	1.30034267932038	0.462808035897787	2.80968042570368	0.00495907141927064	0.0126926012977808	"yfeB"	"iron_chelated_transporter%2C_ATP-binding_protein"	483.75	1346.08666666667	1.47452986810386
"gene-HI_0362"	16913.8412534858	1.73835314420163	0.503301055150325	3.45390323825651	0.000552535585120694	0.00177034839129663	"yfeA"	"iron_chelated_ABC_transporter%2C_periplasmic-binding_protein"	752.856666666667	2846.04666666667	1.91710399069264
"gene-HI_0364"	656.583119545368	-0.594371654251791	0.270616008824769	-2.19636545832239	0.0280657959358584	0.0574162937983582	"."	"penicillin-binding_protein_7%2C_putative"	76.44	55.3866666666667	-0.457724892966949
"gene-HI_0365"	6783.61080531917	2.06578099044914	0.21922604094182	9.42306389138037	4.3811336190906e-21	6.15831927264106e-20	"."	"conserved_hypothetical_protein"	189.913333333333	872.46	2.19382377292666
"gene-HI_0366"	887.973676616821	2.78354641588497	0.267809204106132	10.3937668056467	2.64688601674908e-25	4.39383078780348e-24	"."	"fimbrial_biogenesis_and_twitching_motility_protein%2C_putative"	35.53	269.546666666667	2.88872380755642
"gene-HI_0367"	3494.6409652072	0.126755209308308	0.243264512954874	0.521059186844164	0.602325541127123	0.706021128570663	"."	"conserved_hypothetical_protein"	311.59	372.52	0.256913867566203
"gene-HI_0368"	2619.31691171881	0.157787326175337	0.488207184242714	0.323197468755176	0.746545697771421	0.81889814425147	"gcpE"	"gcpE_protein"	190.776666666667	237.94	0.317221190546918
"gene-HI_0369"	4402.69064260532	0.326953669544995	0.251163461904716	1.30175650178381	0.192999637822386	0.289748810270817	"hisS"	"histidyl-tRNA_synthetase"	261.523333333333	361.076666666667	0.463849551467982
"gene-HI_0370"	4098.18662117566	0.430171030970013	0.25732637498614	1.67169428704377	0.0945846212726641	0.162448988005	"."	"conserved_hypothetical_protein"	482.866666666667	711.743333333333	0.558773083837856
"gene-HI_0371"	290.783978638992	0.781097094646672	0.306822922282239	2.54575860511542	0.0109040563464067	0.0258581907643359	"."	"conserved_hypothetical_protein"	93.2833333333333	177.633333333333	0.921926645067519
"gene-HI_0372"	1056.87798287644	0.468557294412025	0.272207687823533	1.72132278172754	0.0851922677060647	0.149086468485613	"fdx-1"	"ferredoxin"	220.496666666667	337.873333333333	0.613461124902616
"gene-HI_0373"	3164.46807289189	0.269283415872771	0.578910530335876	0.465155497718337	0.641820105185094	0.740365614386247	"hscA"	"heat_shock_protein"	131.536666666667	179.456666666667	0.445260901341218
"gene-HI_0374"	2235.57481230198	0.00701873127717831	0.231482722361929	0.0303207565798555	0.97581124282523	0.979745965578558	"."	"predicted_coding_region_HI0374"	276.043333333333	306.05	0.148361952094609
"gene-HI_0375"	3704.08399638407	-0.124017989505892	0.276673228021437	-0.448247162881561	0.653974828606867	0.748934379935459	"."	"conserved_hypothetical_protein"	625.526666666667	633.933333333333	0.0192292040366638
"gene-HI_0376"	1431.37220692259	-0.06403907954102	0.275449169821921	-0.232489644395812	0.816157729470334	0.869006061372506	"."	"conserved_hypothetical_protein"	383.966666666667	407.21	0.0845779930469969
"gene-HI_0377"	4254.1694391094	0.198030811902233	0.235882852140924	0.839530343578867	0.401171769003268	0.518725811107341	"iscU"	"iscU_protein"	884.693333333333	1125.11666666667	0.346477134854289
"gene-HI_0378"	10394.3777993382	0.451461414264289	0.203904169281534	2.21408623401393	0.02682284741785	0.0553059401125296	"nifS"	"nifS_protein"	611.746666666667	924.696666666667	0.595248796103904
"gene-HI_0379"	1337.41250698523	0.0274875198903875	0.363348530517987	0.0756505602243705	0.939697110438174	0.955596303088528	"."	"conserved_hypothetical_protein"	248.74	283.523333333333	0.188120059353606
"gene-HI_0380"	947.199973309465	0.52333636077303	0.297864517677162	1.75696106691111	0.0789244455558227	0.140659824748261	"."	"conserved_hypothetical_protein"	91.15	145.42	0.668056558678619
"gene-HI_0381"	49620.1657680968	0.724996573624197	0.204898969755795	3.53831243997112	0.000402693256212915	0.00132183492576104	"pal"	"peptidoglycan-associated_outer_membrane_lipoprotein"	6892.08666666667	12530.1166666667	0.862292921590753
"gene-HI_0382"	6495.76509124897	-0.292059744643637	0.336698613569088	-0.867421880796394	0.385710897325869	0.504725295825068	"tolB"	"colicin_tolerance_protein"	474.456666666667	430.63	-0.13951871785748
"gene-HI_0383"	395.686687579638	-0.933819348420007	0.532808187205523	-1.75263701054916	0.0796643341655399	0.14111273826274	"tolA"	"outer_membrane_integrity_protein"	39.5966666666667	23.2266666666667	-0.744765355828211
"gene-HI_0384"	487.693937516821	-1.31170302019315	0.305604166163712	-4.29216341079091	1.76940649600542e-05	7.08982878744239e-05	"tolR"	"colicin_transport_protein"	141.02	62.7733333333333	-1.15506891619062
"gene-HI_0385"	1753.11567349965	-1.552405817056	0.263482279424391	-5.89187941005907	3.81827785961478e-09	2.31890533425385e-08	"tolQ"	"colicin_transport_protein"	324.063333333333	122.353333333333	-1.39792412972285
"gene-HI_0386"	1578.12868048045	-1.55455566456552	0.190484403852127	-8.16106533200653	3.32082479099806e-16	3.55104147896296e-15	"."	"conserved_hypothetical_protein"	487.663333333333	182.836666666667	-1.41041631224083
"gene-HI_0387"	1982.25452363378	0.0448860804607751	0.297991595084058	0.150628679470351	0.880268636564787	0.917099960270427	"dinG"	"ATP-dependent_helicase"	86.2933333333333	97.33	0.171760164689854
"gene-HI_0388"	770.183932139734	-0.0141761530498296	0.295853207546273	-0.0479161715615753	0.96178305115195	0.967913577842716	"."	"conserved_hypothetical_protein"	92.7066666666667	101.746666666667	0.132867994651174
"gene-HI_0389"	882.410794440403	0.475958506559983	0.228338953480461	2.08443850383465	0.0371202985354383	0.0738592241407179	"."	"outer_membrane_protein"	113.743333333333	173.646666666667	0.606028772995646
"gene-HI_0390"	1315.24887955032	1.40009108358677	0.227789047919229	6.14643722503824	7.92426630980511e-10	5.27175426640851e-09	"rnd"	"ribonuclease_D"	51.2266666666667	148.136666666667	1.51377646883655
"gene-HI_0390.1"	2996.54844588597	0.205618135782735	0.234508362653042	0.876805131623175	0.38059249134779	0.501415504474072	"fadD"	"long_chain_fatty_acid_coenzyme_A_ligase"	140.216666666667	177.146666666667	0.335155120862717
"gene-HI_0391"	244.427888358649	0.538514537704832	0.366277887114918	1.47023491356953	0.141498141887501	0.225234028593528	"."	"predicted_coding_region_HI0391"	30.8933333333333	49.3866666666667	0.659787129061857
"gene-HI_0392"	396.286039108211	-0.772933061430648	0.746975479444366	-1.03475024642789	0.300785563776197	0.419751191082395	"."	"O-antigen_acetylase%2C_putative"	57.8933333333333	37.95	-0.596481003369965
"gene-HI_0393"	4269.75483363092	-0.61254251756388	0.295912070594129	-2.07001531344776	0.0384509104458048	0.0762456620102819	"."	"conserved_hypothetical_GTP-binding_protein"	402.23	288.936666666667	-0.475865183725526
"gene-HI_0394"	1683.17378386751	-0.690819765158949	0.309598861830835	-2.23133819379612	0.0256587355311986	0.0532418762272371	"pth"	"peptidyl-tRNA_hydrolase"	302.166666666667	205.746666666667	-0.552247067842424
"gene-HI_0395"	554.902325160086	-0.101325210356426	0.335435494194088	-0.302070627915713	0.762598222693901	0.829809331049461	"."	"conserved_hypothetical_protein"	158.003333333333	161.19	0.0286278610013225
"gene-HI_0396"	2916.53700707214	0.895739411786307	0.259998394601138	3.44517285639574	0.000570694312278631	0.00182183184304332	"."	"conserved_hypothetical_protein"	142.72	290.473333333333	1.02010305797277
"gene-HI_0397"	2011.7198209201	0.568275987786524	0.207166333624747	2.74309043290729	0.00608639211552875	0.0153081983511784	"xseA"	"exodeoxyribonuclease_VII%2C_large_subunit"	104.45	170.116666666667	0.698421189221318
"gene-HI_0398"	2165.59917504958	1.91647225505003	0.314384394483651	6.09595224405991	1.08787889931368e-09	7.12846962971332e-09	"."	"conserved_hypothetical_protein"	118.126666666667	495.66	2.05976216108498
"gene-HI_0399"	4074.22350816707	2.36474072870966	0.275679771450402	8.57785363165504	9.66598380370495e-18	1.11574899138131e-16	"icc"	"lacZ_expression_regulator"	136.55	769.446666666667	2.48573895154586
"gene-HI_0400"	1602.16124300505	1.05254187162697	0.225005321153664	4.6778532446713	2.89893895321196e-06	1.27920268239201e-05	"."	"conserved_hypothetical_protein"	308.24	705.096666666667	1.19113876309106
"gene-HI_0401"	45165.7785758216	-0.218335958191276	0.346366741827277	-0.630360631738003	0.528458661969897	0.642331553565921	"fadL"	"long-chain_fatty_acid_transport_protein"	2999.59666666667	2865.92	-0.0657477607636206
"gene-HI_0402"	593.717297673508	0.506427961035971	0.451573890763664	1.12147307759433	0.262086545088363	0.375671750073204	"dat1"	"methylated-DNA--protein-cysteine_methyltransferase"	73.02	115.596666666667	0.655539503772115
"gene-HI_0403"	627.780677045575	0.735150130270921	0.272867675366954	2.69416349621584	0.007056554077171	0.0173968511407483	"mutH"	"DNA_mismatch_repair_protein"	59.72	109.806666666667	0.867800987665504
"gene-HI_0404"	1643.23258524415	0.513842075597775	0.207231026286443	2.47956150585059	0.0131544040867287	0.0303282094221801	"mesJ"	"cell_cycle_protein"	89.1166666666667	140.046666666667	0.646306715646251
"gene-HI_0405"	1959.37723399407	1.29680508094041	0.405157136824098	3.20074598982919	0.00137072310727492	0.0039753250848256	"."	"pyridoxine_kinase%2C_putative"	111.486666666667	303.313333333333	1.43580354095389
"gene-HI_0406"	2960.08419482445	-1.01770313633778	0.296698634879448	-3.43009039037638	0.000603380210660342	0.00191914545106018	"accA"	"acetyl-CoA_carboxylase%2C_carboxyl_transferase"	356.13	193.896666666667	-0.873739913483036
"gene-HI_0407"	1271.25817634091	-1.32906486473967	0.280639118111864	-4.73585034645776	2.18138515846515e-06	9.7982481207619e-06	"."	"conserved_hypothetical_integral_membrane_protein"	196.736666666667	85.9266666666667	-1.18570968893398
"gene-HI_0408"	1542.88868831758	-0.617552767314472	0.210382305592634	-2.93538358929409	0.00333135583907342	0.0088111581600986	"yebM"	"ABC_transporter%2C_ATP-binding_protein"	196.916666666667	141.02	-0.47879899570347
"gene-HI_0409"	2745.44761695119	-0.632448966058894	0.278884429637935	-2.26778155696959	0.0233425240520201	0.0493163871789953	"."	"conserved_hypothetical_protein"	198.79	142.383333333333	-0.478607037317264
"gene-HI_0410"	1410.58919675666	0.281313031731263	0.196656152163641	1.43048172475773	0.15257880729933	0.237662967938099	"tyrR"	"transcriptional_regulatory_protein"	113.223333333333	151.73	0.419126079528491
"gene-HI_0411"	7041.33989600182	0.56978242436817	0.28979440877875	1.96616086131318	0.0492800319234063	0.094938680940423	"hfq"	"host_factor-I_protein"	1746.54666666667	2841.27333333333	0.701714319133872
"gene-HI_0412"	2287.73999276731	0.261205930839977	0.229989550266405	1.135729560484	0.256069765044919	0.36856284101841	"."	"conserved_hypothetical_protein"	182.653333333333	240.446666666667	0.394719464853228
"gene-HI_0413"	16509.1642254266	-0.830173392779883	0.210765076634396	-3.9388565033473	8.18708752782543e-05	0.000296060032385887	"rne"	"ribonuclease_E"	629.48	387.82	-0.697348176562478
"gene-HI_0414"	559.363091171975	0.43896278121692	0.279194876430276	1.57224511720774	0.115893715753649	0.191653459733026	"."	"predicted_coding_region_HI0414"	189.916666666667	284.806666666667	0.582096516020894
"gene-HI_0415"	381.182313852267	-1.30097042451348	1.374611818851	-0.946427498056088	0.343930585552295	0.465427803274573	"."	"hydroxyethylthiazole_kinase"	58.0566666666667	27.0466666666667	-1.0742706113995
"gene-HI_0416"	385.542186525326	-1.26459847138549	0.6554785354233	-1.9292751830063	0.0536967089321824	0.101842615526435	"thiD"	"phosphomethylpyrimidine_kinase"	57.3466666666667	27.0433333333333	-1.05699239385066
"gene-HI_0417"	218.550791513272	-1.06767718321985	0.825151575443445	-1.29391643304573	0.195694287628858	0.293289031244282	"."	"thiamin-phosphate_pyrophosphorylase"	37.11	20.1966666666667	-0.846332200039626
"gene-HI_0418"	511.801474201556	-0.915470597054697	0.521904795634916	-1.75409500872854	0.0794142287945402	0.14111273826274	"."	"transport_protein%2C_putative"	42.4533333333333	25.2466666666667	-0.727332639579523
"gene-HI_0419"	5126.36907387886	-1.41521403474219	0.26402134781245	-5.36022577896806	8.31180059890361e-08	4.45768259811969e-07	"."	"protease%2C_putative"	458.683333333333	188.94	-1.27509660083617
"gene-HI_0420"	1412.08812610295	0.631871838212859	0.251079396900288	2.51662161855437	0.0118485999614503	0.027609772370064	"."	"predicted_coding_region_HI0420"	314.3	535.16	0.765938421633774
"gene-HI_0421"	887.385590084734	0.966117858941109	0.297687505152626	3.24540950566862	0.00117281834101129	0.00348622844999584	"."	"predicted_coding_region_HI0421"	309.906666666667	663.916666666667	1.09669198819977
"gene-HI_0422"	4866.05057431554	0.197629727000732	0.201130121122767	0.982596370436736	0.325806131482559	0.447149674940236	"srmB"	"ATP-dependent_RNA_helicase"	292.116666666667	367.686666666667	0.330920240909119
"gene-HI_0423"	864.211237442397	0.366246315369006	0.274536237196078	1.33405454634911	0.182185980780691	0.277336388210257	"."	"conserved_hypothetical_protein"	88.7833333333333	125.67	0.496555318538646
"gene-HI_0424"	2080.0008422374	0.000514909116509444	0.194679590570875	0.00264490548289901	0.997889673210886	0.997889673210886	"."	"rRNA_methylase%2C_putative"	167.546666666667	184.203333333333	0.135961969252827
"gene-HI_0425"	7117.78692690989	-0.581610338807513	0.213236419101239	-2.727537543816	0.00638089958402967	0.0159568263629322	"pssA"	"phosphatidylserine_synthase"	530.643333333333	389.91	-0.443622209831471
"gene-HI_0426"	2464.36954104955	0.207837155551593	0.23658892949926	0.878473713844007	0.379686696613477	0.500979494471833	"fadR"	"fatty_acid_metabolism_regulator_protein"	267.973333333333	339.006666666667	0.3380998866269
"gene-HI_0427"	3755.06606960178	-0.0094748298295147	0.197851939837106	-0.0478884858915988	0.961805115790926	0.967913577842716	"nhaB"	"Na+/H+_antiporter"	204.356666666667	222.606666666667	0.122831418200205
"gene-HI_0428"	3008.00633424676	-0.236643315117131	0.231581717239537	-1.02185663850294	0.306848757867253	0.426165246982169	"dsbB"	"disulfide_bond_formation_protein_B"	518.77	482.166666666667	-0.105352439410736
"gene-HI_0429"	37662.1163219387	0.280978878890012	0.225704322507171	1.24489808510905	0.213169214878825	0.315410816242607	"glmS"	"glucosamine--fructose-6-phosphate_aminotransferase"	1579.81666666667	2115.44333333333	0.420971799210393
"gene-HI_0430"	18465.9608512046	1.18616410636583	0.198049962440633	5.98921651763196	2.10854304820611e-09	1.33643292109937e-08	"hupA"	"DNA-binding_protein_HU-alpha"	2334.92666666667	5844.21333333333	1.32326069647947
"gene-HI_0431"	1213.24087088275	0.0970634753695576	0.250004305904855	0.388247214455968	0.697833096045296	0.781698641649712	"."	"conserved_hypothetical_protein"	168.716666666667	197.623333333333	0.226906865181862
"gene-HI_0432"	506.11457416369	-1.06674060806409	0.222883148700355	-4.78609807104895	1.70054985122342e-06	7.73905585034574e-06	"."	"conserved_hypothetical_protein"	73.3233333333333	38.5466666666667	-0.910259109649566
"gene-HI_0433"	3640.3557427899	0.351098150845523	0.256757636474636	1.36743021810845	0.171490496048519	0.26289176307174	"."	"orfG_protein"	455.676666666667	637.023333333333	0.482436107298515
"gene-HI_0434"	1354.77236530459	3.40971021360814	0.204817671077647	16.6475392268058	3.15303207886722e-62	1.83191163782186e-60	"comF"	"competence_protein_F"	28.73	335.59	3.50100094685774
